Collection Date,Country/Ocean,Farm,State/Province,Latitude,Longitude,Type of collection (select from the menu),Host plant,N° of subsample (if any),Sample weight (gr),SWD pupae,SWD,L. japonica,G. kimorum,Other parasitoids,Other drosophilid pupae,Other drosophilid,L. japonica,Other parasitoids ,Notes (if any)
8-Aug-24,USA,Denny Doyle,New Jersey,"39°95'466""N","74°61'570""W",Fruit from plant,Dangleberry,,24.7,,14,0,0,0,0,0,0,0,
8-Aug-24,USA,Denny Doyle,New Jersey,"39°56'595""N","74°36'986""W",Fruit from plant,Highbush Blueberry,,19.9,,7,2,0,0,0,0,0,0,
8-Aug-24,USA,Denny Doyle,New Jersey,"39°93'946""N","74°61'886""W",Fruit from plant,Highbush Blueberry,,10.1,,2,1,0,0,0,0,0,0,
8-Aug-24,USA,Denny Doyle,New Jersey,"39°95'466""N","74°61'570""W",Fruit from plant,Dangleberry,,12.4,,10,0,0,0,0,0,0,0,
8-Aug-24,USA,Denny Doyle,New Jersey,"39°42'561""N","74°45'147""W",Fruit from plant,Black Gum,,15.7,,0,0,0,0,0,0,0,0,
8-Aug-24,USA,Denny Doyle,New Jersey,"39°93'946""N","74°61'886""W",Fruit from plant,Highbush Blueberry,,5.4,,5,0,0,0,0,0,0,0,
22-Aug-24,USA,Whalen - Home,New Jersey,"39°46'398""N","74°44'026""W",Fruit from plant,Pokeweed,,29.3,,1,0,0,0,0,0,0,0,
22-Aug-24,USA,Whalen - Home,New Jersey,"39°40'387""N","74°44'020""W",Fruit from plant,Pokeweed,,33.1,,2,0,0,0,0,0,0,0,
22-Aug-24,USA,Whalen - Home,New Jersey,"39°46'955""N","74°43'986""W",Fruit from plant,Pokeweed,,31.2,,4,0,0,1,0,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
22-Aug-24,USA,Macrie - 206,New Jersey,"39°42'222""N","74°45'641""W",Fruit from plant,Pokeweed,,33.5,,0,0,0,0,0,0,0,0,
22-Aug-24,USA,Macrie - 206,New Jersey,"39°42'230""N","74°45'642""W",Fruit from plant,Pokeweed,,25.6,,0,0,0,0,0,0,0,0,
22-Aug-24,USA,Macrie - 206,New Jersey,"39°42'233""N","74°45'647""W",Fruit from plant,Elderberry,,22.1,,23,0,0,0,0,0,0,0,
22-Aug-24,USA,Fred Miller,New Jersey,"39°47'673""N","74°47'113""W",Fruit from plant,Dangleberry,,18.9,,11,0,0,1,0,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
22-Aug-24,USA,Fred Miller,New Jersey,"39°47'674""N","74°47'119""W",Fruit from plant,Dangleberry,,13.1,,5,3,0,0,1,0,0,0,
22-Aug-24,USA,Moore's Meadows,New Jersey,"39°49'175""N","74°38'027""W",Fruit from plant,Highbush Blueberry,,4,,1,0,0,0,0,0,0,0,
22-Aug-24,USA,Moore's Meadows,New Jersey,"39°48'957""N","74°38'264""W",Fruit from plant,Highbush Blueberry,,6.8,,0,0,0,0,0,0,0,0,
22-Aug-24,USA,Haines Berry Farm,New Jersey,"39°55'819""N","74°37'935""W",Fruit from plant,Black Gum,,25.5,,0,0,0,0,0,0,0,0,
22-Aug-24,USA,Haines Berry Farm,New Jersey,"39°55'788""N","74°37'935""W",Fruit from plant,Pokeweed,,54.3,,2,0,0,1,0,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
22-Aug-24,USA,Whalen - Chatsworth,New Jersey,"39°50'023""N","74°34'761""W",Fruit from plant,Pokeweed,,52.7,,6,0,0,0,0,0,0,0,
22-Aug-24,USA,Whalen - Chatsworth,New Jersey,"39°49'911""N","74°34'703""W",Fruit from plant,Dangleberry,,8.8,,2,0,0,0,0,0,0,0,
22-Aug-24,USA,Denny Doyle,New Jersey,"39°56'543""N","74°37'072""W",Fruit from plant,Pokeweed,,36,,1,0,0,0,0,0,0,0,
22-Aug-24,USA,Denny Doyle,New Jersey,"39°56'544""N","74°37'070""W",Fruit from plant,Pokeweed,,37.1,,0,0,0,0,0,0,0,0,
22-Aug-24,USA,Denny Doyle,New Jersey,"39°56'580""N","74°37'049""W",Fruit from plant,Sassafras,,28.4,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,Variety - Nesco,New Jersey,"39°38'899""N","74°40'793""W",Fruit from plant,Dangleberry,,16.3,,25,0,0,2,0,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
20-Aug-24,USA,Variety - Nesco,New Jersey,"39°38'901""N","74°40'795""W",Fruit from plant,Dangleberry,,3.7,,2,0,0,0,0,0,0,0,
20-Aug-24,USA,Variety - Donkey Doo,New Jersey,"39°63'841""N","74°73'689""W",Fruit from plant,Dangleberry,,21,,8,1,0,2,1,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
20-Aug-24,USA,Variety - Donkey Doo,New Jersey,"39°63'829""N","74°73'721""W",Fruit from plant,Dangleberry,,18.4,,24,3,0,4,2,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
20-Aug-24,USA,Pastore Orchard,New Jersey,"39°40'335""N","74°47'591""W",Fruit from plant,Autumn olive,,32,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,Pastore Orchard,New Jersey,"39°40'332""N","74°47'610""W",Fruit from plant,Virginia Creep,,22.3,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,Pastore Orchard,New Jersey,"39°40'334""N","74°47'599""W",Fruit from plant,Elderberry,,20.5,,11,0,0,1,1,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
20-Aug-24,USA,Little Buck,New Jersey,"39°40'025""N","74°45'021""W",Fruit from plant,Pokeweed,,22.3,,2,0,0,0,0,0,0,0,
20-Aug-24,USA,Little Buck,New Jersey,"39°66'706""N","74°75'012""W",Fruit from plant,Grape,,48.3,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,Little Buck,New Jersey,"39°40'232""N","74°45'052""W",Fruit from plant,Sassafras,,10.8,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,Stoney Creek,New Jersey,"39°37'201""N","74°50'399""W",Fruit from plant,Highbush Blueberry,,27.7,,21,1,0,0,0,0,0,0,
20-Aug-24,USA,Stoney Creek,New Jersey,"39°61'568""N","74°84'039""W",Fruit from plant,Dangleberry,,17.9,,5,0,0,0,0,0,0,0,
20-Aug-24,USA,ABC - Mays Landing,New Jersey,"39°29'278""N","74°44'268""W",Fruit from plant,Pokeweed,,32,,3,0,0,0,0,0,0,0,
20-Aug-24,USA,ABC - Mays Landing,New Jersey,"39°29'247""N","74°44'285""W",Fruit from plant,Pokeweed,,5,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,ABC - Mays Landing,New Jersey,"39°48'806""N","74°73'824""W",Fruit from plant,Highbush Blueberry,,10.1,,18,0,0,0,0,0,0,0,
20-Aug-24,USA,ABC - Home,New Jersey,"39°42'561""N","74°45'147""W",Fruit from plant,Pokeweed,,37.8,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,ABC - Home,New Jersey,"39°55'819""N","74°77'653""W",Fruit from plant,Highbush Blueberry,,27.7,,38,0,0,1,0,0,0,0,
20-Aug-24,USA,Macrie - Home,New Jersey,"39°34'961""N","74°46'512""W",Fruit from plant,Highbush Blueberry,,4.5,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,Macrie - Home,New Jersey,"39°35'059""N","74°46'635""W",Fruit from plant,Sassafras,,28.2,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,Macrie - Home,New Jersey,"39°35'058""N","74°46'634""W",Fruit from plant,Sassafras,,39.7,,0,0,0,0,0,0,0,0,
5-Aug-24,USA,ABC - Home,New Jersey,"39°32'993""N","74°46'393""W",Fruit from plant,Highbush Blueberry,,22.109,,27,0,0,0,0,0,0,0,
5-Aug-24,USA,ABC - Home,New Jersey,"39°32'991""N","74°46'364""W",Fruit from plant,Highbush Blueberry,,32.555,,0,0,0,0,0,0,0,0,
5-Aug-24,USA,ABC - Mays Landing,New Jersey,"39°28'698""N","74°40'156""W",Fruit from plant,Dangleberry,,12.284,,15,0,0,0,0,0,0,0,
5-Aug-24,USA,ABC - Mays Landing,New Jersey,"39°28'698""N","74°40'156""W",Fruit from plant,Dangleberry,,2.478,,0,0,0,0,0,0,0,0,
5-Aug-24,USA,ABC - Mays Landing,New Jersey,"39°30'056""N","74°40'628""W",Fruit from plant,Dangleberry,,17.606,,0,0,0,0,0,0,0,0,
5-Aug-24,USA,Little Buck,New Jersey,"39°39'903""N","74°44'099""W",Fruit from plant,Dangleberry,,26.155,,7,0,0,0,0,0,0,0,
5-Aug-24,USA,Little Buck,New Jersey,"39°39'907""N","74°44'994""W",Fruit from plant,Dangleberry,,28.463,,10,0,0,0,0,0,0,0,
5-Aug-24,USA,Little Buck,New Jersey,"39°39'912""N","74°44'994""W",Fruit from plant,Dangleberry,,15.096,,4,0,0,0,0,0,0,0,
7-Aug-24,USA,Moore's Meadow,New Jersey,"39°47'040""N","74°47'004""W",Fruit from plant,Dangleberry,,29.502,,31,5,0,0,0,0,0,0,
7-Aug-24,USA,Moore's Meadow,New Jersey,"39°47'040""N","74°47'007""W",Fruit from plant,Highbush Blueberry,,15.255,,12,0,0,0,0,0,0,0,
7-Aug-24,USA,Haines Blueberry Farm,New Jersey,"39°45'031""N","74°46'596""W",Fruit from plant,Dangleberry,,38.101,,0,0,0,0,0,0,0,0,
7-Aug-24,USA,Haines Blueberry Farm,New Jersey,"39°45'049""N","74°43'006""W",Fruit from plant,Highbush Blueberry,,31.184,,47,0,0,0,0,0,0,0,
7-Aug-24,USA,Macrie - 206,New Jersey,"39°42'219""N","74°44'642""W",Fruit from plant,Pokeweed,,29.071,,4,0,0,0,0,0,0,0,
7-Aug-24,USA,Macrie - 206,New Jersey,"39°42'221""N","74°44'040""W",Fruit from plant,Blackberry,,20.869,,6,0,0,0,0,0,0,0,
7-Aug-24,USA,Macrie - 206,New Jersey,"39°42'234""N","74°44'650""W",Fruit from plant,Elderberry,,12.447,,1,0,0,0,0,0,0,0,
5-Aug-24,USA,Macrie - Home,New Jersey,"39°32'991""N","74°46'364""W",Fruit from plant,Dangleberry,,16.925,,0,0,0,0,0,0,0,0,
5-Aug-24,USA,Macrie - Home,New Jersey,"39°32'374""N","74°46'518""W",Fruit from plant,Sassafras,,17.063,,0,0,0,0,0,0,0,0,
5-Aug-24,USA,Pastore Orchards,New Jersey,"39°40'318""N","74°44'129""W",Fruit from plant,Black Gum,,25.571,,1,0,0,0,0,0,0,0,
5-Aug-24,USA,Pastore Orchards,New Jersey,"39°40'319""N","74°44'130""W",Fruit from plant,Black cherry,,38.415,,19,2,0,0,0,0,0,0,
5-Aug-24,USA,Pastore Orchards,New Jersey,"39°39'331""N","74°45'360""W",Fruit from plant,Blackberry,,12.208,,0,0,0,0,0,0,0,0,
5-Aug-24,USA,Stoney Creek,New Jersey,"39°36'943""N","74°50'424""W",Fruit from plant,Dangleberry,,20.093,,4,0,0,0,0,0,0,0,
5-Aug-24,USA,Stoney Creek,New Jersey,"39°37'038""N","74°50'468""W",Fruit from plant,Black cherry,,8.714,,0,0,0,0,0,0,0,0,
5-Aug-24,USA,Stoney Creek,New Jersey,"39°39'768""N","74°50'283""W",Fruit from plant,Blackberry,,35.558,,2,0,0,0,0,0,0,0,
7-Aug-24,USA,Moore's Meadows,New Jersey,"39°49'005""N","74°38'018""W",Fruit from plant,Dangleberry,,23.544,,12,0,0,0,0,0,0,0,
7-Aug-24,USA,Moore's Meadows,New Jersey,"39°49'006""N","74°38'018""W",Fruit from plant,Dangleberry,,18.141,,4,0,0,0,0,0,0,0,
7-Aug-24,USA,Moore's Meadows,New Jersey,"39°49'005""N","74°38'018""W",Fruit from plant,Highbush Blueberry,,8.605,,2,0,0,0,0,0,0,0,
5-Aug-24,USA,Variety - Donkey Doo,New Jersey,"39°38'313""N","74°44'216""W",Fruit from plant,Dangleberry,,16.32,,8,0,0,0,0,0,0,0,
5-Aug-24,USA,Variety - Donkey Doo,New Jersey,"39°38'192""N","74°43'907""W",Fruit from plant,Dangleberry,,18.22,,21,0,0,0,0,0,0,0,
5-Aug-24,USA,Variety - Donkey Doo,New Jersey,"39°38'195""N","74°43'907""W",Fruit from plant,Dangleberry,,24.04,,25,1,0,0,0,0,0,0,
5-Aug-24,USA,Variety - Donkey Doo,New Jersey,"39°38'208""N","74°43'909""W",Fruit from plant,Dangleberry,,29.466,,12,2,0,0,0,0,0,0,
5-Aug-24,USA,Variety - Nesco,New Jersey,"39°38'487""N","74°40'031""W",Fruit from plant,Pokeweed,,28.081,,4,0,0,0,0,0,0,0,
5-Aug-24,USA,Variety - Nesco,New Jersey,"39°34'380""N","74°40'702""W",Fruit from plant,Blackberry,,25.688,,0,0,0,0,0,0,0,0,
5-Aug-24,USA,Variety - Nesco,New Jersey,"39°34'380""N","74°40'702""W",Fruit from plant,Sassafras,,15.24,,0,0,0,0,0,0,0,0,
7-Aug-24,USA,Whalen - Chatsworth,New Jersey,"39°42'047""N","74°34'043""W",Fruit from plant,Dangleberry,,20.256,,1,0,0,0,0,0,0,0,
7-Aug-24,USA,Whalen - Chatsworth,New Jersey,"39°42'647""N","74°39'091""W",Fruit from plant,Dangleberry,,11.181,,0,0,0,0,0,0,0,0,
7-Aug-24,USA,Whalen - Home,New Jersey,"39°40'333""N","74°43'097""W",Fruit from plant,Black Gum,,10.029,,0,0,0,0,0,0,0,0,
7-Aug-24,USA,Whalen - Home,New Jersey,"39°46'319""N","74°43'951""W",Fruit from plant,Pokeweed,,28.913,,0,0,0,0,0,0,0,0,
7-Aug-24,USA,Whalen - Home,New Jersey,"39°46'326""N","74°43'957""W",Fruit from plant,Blackberry,,14.715,,3,3,0,0,0,0,0,0,
20-Aug-24,USA,ABC - Home,New Jersey,"39°42'561""N","74°45'147""W",Fruit from plant,Pokeweed,,30.384,,2,0,0,0,0,0,0,0,
20-Aug-24,USA,ABC - Home,New Jersey,"39°42'681""N","74°42'111""W",Fruit from plant,Sassafras,,34.27,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,ABC - Home,New Jersey,"39°42'849""N","74°45'072""W",Fruit from plant,Highbush Blueberry,,6.119,,6,0,0,0,0,0,0,0,
20-Aug-24,USA,ABC - Mays Landing,New Jersey,"39°30'561""N","74°40'147""W",Fruit from plant,Pokeweed,,29.91,,10,0,0,0,0,0,0,0,
20-Aug-24,USA,ABC - Mays Landing,New Jersey,"39°30'816""N","74°40'813""W",Fruit from plant,Highbush Blueberry,,5.679,,3,0,0,0,0,0,0,0,
20-Aug-24,USA,Little Buck,New Jersey,"39°40'023""N","74°45'015""W",Fruit from plant,Autumn olive,,31.318,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,Little Buck,New Jersey,"39°40'228""N","74°45'054""W",Fruit from plant,Dangleberry,,14.883,,7,0,0,0,0,0,0,0,
20-Aug-24,USA,Little Buck,New Jersey,"39°47'669""N","74°47'141""W",Fruit from plant,Grape,,45.568,,0,0,0,0,0,0,0,0,
22-Aug-24,USA,Denny Doyle,New Jersey,"39°55'018""N","74°39'001""W",Fruit from plant,Black Gum,,40.504,,0,0,0,0,0,0,0,0,
22-Aug-24,USA,Denny Doyle,New Jersey,"39°56'054""N","74°37'072""W",Fruit from plant,Pokeweed,,48.934,,10,1,0,0,0,0,0,0,
22-Aug-24,USA,Moore's Meadow,New Jersey,"39°47'378""N","74°48'019""W",Fruit from plant,Dangleberry,,5.078,,0,0,0,0,0,0,0,0,
22-Aug-24,USA,Moore's Meadow,New Jersey,"39°47'150""N","74°48'240""W",Fruit from plant,Black Gum,,34.75,,0,0,0,0,0,0,0,0,
22-Aug-24,USA,Moore's Meadow,New Jersey,"39°48'739""N","74°48'255""W",Fruit from plant,Sassafras,,36.458,,0,0,0,0,0,0,0,0,
22-Aug-24,USA,Haines Blueberry Farm,New Jersey,"39°45'558""N","74°43'932""W",Fruit from plant,Black Gum,,21.608,,0,1,0,0,0,0,0,0,
22-Aug-24,USA,Haines Blueberry Farm,New Jersey,"39°45'792""N","74°43'933""W",Fruit from plant,Pokeweed,,49.632,,4,0,0,0,0,0,0,0,
22-Aug-24,USA,Macrie - 206,New Jersey,"39°42'230""N","74°44'692""W",Fruit from plant,Pokeweed,,33.043,,5,0,0,0,0,0,0,0,
22-Aug-24,USA,Macrie - 206,New Jersey,"39°42'233""N","74°44'647""W",Fruit from plant,Elderberry,,18.332,,5,0,0,0,0,0,0,0,
20-Aug-24,USA,Macrie - Home,New Jersey,"39°35'029""N","74°46'592""W",Fruit from plant,Dangleberry,,17.227,,13,0,0,0,0,0,0,0,
20-Aug-24,USA,Macrie - Home,New Jersey,"39°34'964""N","74°46'450""W",Fruit from plant,Black cherry,,22.802,,1,0,0,0,0,0,0,0,
20-Aug-24,USA,Pastore Orchards,New Jersey,"39°40'332""N","74°45'614""W",Fruit from plant,Virginia Creeper,,27.975,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,Pastore Orchards,New Jersey,"39°40'314""N","74°45'664""W",Fruit from plant,Pokeweed,,12.969,,2,0,0,0,0,0,0,0,
20-Aug-24,USA,Pastore Orchards,New Jersey,"39°40'002""N","74°45'560""W",Fruit from plant,Grape,,22.206,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,Stoney Creek,New Jersey,"39°40'318""N","74°49'129""W",Fruit from plant,Autumn olive,,10.09,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,Stoney Creek,New Jersey,"39°39'081""N","74°50'444""W",Fruit from plant,Virginia Creeper,,27.244,,0,0,0,4,0,0,0,0,
20-Aug-24,USA,Stoney Creek,New Jersey,"39°39'356""N","74°49'890""W",Fruit from plant,Sassafras,,27.81,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,Moore's Meadows,New Jersey,"39°49'768""N","74°40'283""W",Fruit from plant,Dangleberry,,2.856,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,Moore's Meadows,New Jersey,"39°49'190""N","74°38'022""W",Fruit from plant,Dangleberry,,11.348,,6,0,0,0,0,0,0,0,
20-Aug-24,USA,Moore's Meadows,New Jersey,"39°49'943""N","74°40'424""W",Fruit from plant,Highbush Blueberry,,1.4,,0,0,0,0,0,0,0,0,
20-Aug-24,USA,Variety - Donkey Doo,New Jersey,"39°38'328""N","74°44'209""W",Fruit from plant,Dangleberry,,26.478,,3,0,0,0,0,0,0,0,
20-Aug-24,USA,Variety - Donkey Doo,New Jersey,"39°38'326""N","74°44'198""W",Fruit from plant,Dangleberry,,30.966,,11,0,0,0,0,0,0,0,
20-Aug-24,USA,Variety - Donkey Doo,New Jersey,"39°38'316""N","74°44'215""W",Fruit from plant,Dangleberry,,8.523,,4,0,0,0,0,0,0,0,
20-Aug-24,USA,Variety - Nesco,New Jersey,"39°38'939""N","74°40'882""W",Fruit from plant,Pokeweed,,30.086,,6,0,0,0,0,0,0,0,
20-Aug-24,USA,Variety - Nesco,New Jersey,"39°38'955""N","74°40'914""W",Fruit from plant,Pokeweed,,27.453,,10,0,0,0,0,0,0,0,
20-Aug-24,USA,Variety - Nesco,New Jersey,"39°38'940""N","74°40'873""W",Fruit from plant,Pokeweed,,31.052,,6,0,0,0,0,0,0,0,
22-Aug-24,USA,Whalen - Chatsworth,New Jersey,"39°42'773""N","74°34'775""W",Fruit from plant,Dangleberry,,5.001,,3,0,0,0,0,0,0,0,
22-Aug-24,USA,Whalen - Chatsworth,New Jersey,"39°40'002""N","74°34'756""W",Fruit from plant,Pokeweed,,48.353,,2,0,0,0,0,0,0,0,
22-Aug-24,USA,Whalen - Home,New Jersey,"39°41'341""N","74°43'772""W",Fruit from plant,Pokeweed,,30.099,,0,0,0,0,0,0,0,0,
22-Aug-24,USA,Whalen - Home,New Jersey,"39°46'388""N","74°44'020""W",Fruit from plant,Pokeweed,,33.044,,3,0,0,0,0,0,0,0,
11-Sep-24,USA,Stoney Creek,New Jersey,"39°46'738""N","74°53'509""W",Fruit from plant,Autumn Olive,,24.7,,5,0,0,1,0,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
11-Sep-24,USA,Stoney Creek,New Jersey,"39°36'653""N","74°50'082""W",Fruit from plant,Winterberry Holly,,15.1,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,Stoney Creek,New Jersey,"39°36'678""N","74°50'002""W",Fruit from plant,Virginia Creeper,,24.4,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,Stoney Creek,New Jersey,"39°36'657""N","74°50'018""W",Fruit from plant,Autumn Olive,,35,,9,0,0,0,0,0,0,0,
11-Sep-24,USA,Stoney Creek,New Jersey,"39°36'641""N","74°50'025""W",Fruit from plant,Pokeweed ,,25.2,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,Macrie - Home,New Jersey,"39°38'061""N","74°41'789""W",Fruit from plant,Pokeweed,,26.2,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,Macrie - Home,New Jersey,"39°34'985""N","74°46'526""W",Fruit from plant,Inkberryberry,,10.2,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,Macrie - Home,New Jersey,"39°35'027""N","74°46'596""W",Fruit from plant,Sassafras,,19.3,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,Macrie - Home,New Jersey,"39°35'137""N","74°46'747""W",Fruit from plant,Grape,,27.5,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,Macrie - Home,New Jersey,"39°35'001""N","74°46'589""W",Fruit from plant,Inkberryberry,,11.5,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,Macrie - Home,New Jersey,"39°35'118""N","74°46'722""W",Fruit from plant,Virginia Creeper,,24.6,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Macrie - 206,New Jersey,"39°42'561""N","74°45'147""W",Fruit from plant,Inkberryberry,,14.6,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Macrie - 207,New Jersey,"39°42'561""N","74°45'147""W",Fruit from plant,Inkberryberry,,9.5,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Macrie - 208,New Jersey,"39°42'561""N","74°45'147""W",Fruit from plant,Pokeweed,,21.2,,5,0,0,1,0,0,0,0,Other parasitoid likely Lj - Unable to ID due to use in colony set up
11-Sep-24,USA,Pastore Orchards,New Jersey,"39°40'226""N","74°49'233""W",Fruit from plant,Autumn Olive,,45,,4,0,0,0,0,0,0,0,
11-Sep-24,USA,Pastore Orchards,New Jersey,"39°40'305""N","74°49'146""W",Fruit from plant,Pokeweed ,,29.2,,3,0,0,0,0,0,0,0,
11-Sep-24,USA,Pastore Orchards,New Jersey,"39°40'289""N","74°49'166""W",Fruit from plant,Virginia Creeper,,19.4,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,ABC-Mays Landing,New Jersey,"39°28'511""N","74°43'305""W",Fruit from plant,Pokeweed ,,27.5,,1,0,0,0,0,0,0,0,
11-Sep-24,USA,ABC-Mays Landing,New Jersey,"39°31'081""N","74°31'664""W",Fruit from plant,Inkberryberry,,5.2,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,ABC-Mays Landing,New Jersey,"39°31'047""N","74°31'705""W",Fruit from plant,Night Shade,,27.4,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,Variety - Donkey Doo,New Jersey,"39°38'102""N","74°43'752""W",Fruit from plant,Pokeweed,,32.7,,1,0,0,0,0,0,0,0,
11-Sep-24,USA,Variety - Donkey Doo,New Jersey,"39°42'057""N","74°53'595""W",Fruit from plant,Autumn Olive,,17.7,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,Variety - Donkey Doo,New Jersey,"39°38'103""N","74°43'747""W",Fruit from plant,Inkberryberry,,17.9,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,Variety - Nesco,New Jersey,"39°38'492""N","74°40'037""W",Fruit from plant,Sassafras,,32.2,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,Variety - Nesco,New Jersey,"39°38'544""N","74°40'109""W",Fruit from plant,Inkberryberry,,5.3,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,Variety - Nesco,New Jersey,"39°38'547""N","74°40'110""W",Fruit from plant,Black Gum,,34.4,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,Variety - Nesco,New Jersey,"39°38'493""N","74°40'035""W",Fruit from plant,Autumn Olive,,32.7,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,ABC - Home,New Jersey,"39°32'902""N","74°47'295""W",Fruit from plant,Pokeweed Weed,,36.2,,6,0,0,0,0,0,0,0,
11-Sep-24,USA,ABC - Home,New Jersey,"39°35'999""N","74°57'172""W",Fruit from plant,Sassafras,,25.9,,0,0,0,0,0,0,0,0,
11-Sep-24,USA,ABC - Home,New Jersey,"39°33'403""N","74°46'489""W",Fruit from plant,Inkberryberry,,14.4,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Whalen - Chatsworth,New Jersey,"39°49'853""N","74°34'784""W",Fruit from plant,Bayberry,,7.9,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Whalen - Chatsworth,New Jersey,"39°46'963""N","74°18'898""W",Fruit from plant,Inkberryberry,,11.6,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Whalen - Chatsworth,New Jersey,"39°46'963""N","74°18'898""W",Fruit from plant,Inkberryberry,,7,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Whalen - Home,New Jersey,"39°42'561""N","74°45'147""W",Fruit from plant,Pokeweed ,,25.6,,2,0,0,0,0,0,0,0,
10-Sep-24,USA,Whalen - Home,New Jersey,"40°05'208""N","74°14'047""W",Fruit from plant,Pokeweed ,,26.1,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Denny Doyle,New Jersey,"39°52'341""N","74°26'355""W",Fruit from plant,Chokeberryberry,,4.3,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Haines Berry Farm,New Jersey,"39°52'341""N","74°26'355""W",Fruit from plant,Inkberryberry,,6.2,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Haines Berry Farm,New Jersey,"39°52'341""N","74°26'355""W",Fruit from plant,Black Gum,,20.6,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Moore's Meadows,New Jersey,"39°46'963""N","74°52'761""W",Fruit from plant,Inkberryberry,,10.7,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Moore's Meadows,New Jersey,"39°46'963""N","74°52'761""W",Fruit from plant,Inkberryberry,,6.7,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Moore's Meadows,New Jersey,"39°46'963""N","74°52'761""W",Fruit from plant,Inkberryberry,,9.8,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Fred Miller,New Jersey,"39°55'312""N","74°45'232""W",Fruit from plant,Inkberryberry,,3.6,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Fred Miller,New Jersey,"39°55'312""N","74°45'232""W",Fruit from plant,Winterberry Holly,,20.8,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Fred Miller,New Jersey,"39°55'312""N","74°45'232""W",Fruit from plant,Chokeberryberry,,3.7,,0,0,0,0,0,0,0,0,
10-Sep-24,USA,Fred Miller,New Jersey,"39°55'312""N","74°45'232""W",Fruit from plant,Chokeberryberry,,8.2,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,Macrie - Home,New Jersey,"39°45'215""N","74°45'220""W",Fruit from plant,Chokeberryberry,,23.4,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,Macrie - Home,New Jersey,"39°35'110""N","74°46'707""W",Fruit from plant,Green Briar,,13.3,,0,0,0,0,0,0,0,0,
25-Sep-24,USA,Macrie - Home,New Jersey,"39°34'990""N","74°46'527""W",Fruit from plant,Chokeberryberry,,16.3,,0,0,0,0,0,0,0,0,
