,card_id,data_collector,site,collection_date,n_scm_i_m,n_scm_i_f,n_scm_o_m,n_scm_o_f,n_d_florilega_i,n_d_florilega_o,total_scm,landscape_type,farm,placement
1748,6749,Alexa Stratton,EVE_FIE_OUT,2023-09-27,0.0,0.0,7.0,0.0,0.0,0.0,7.0,Field,Eve,Out
1749,6750,Alexa Stratton,EVE_FIE_IN,2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Eve,In
1750,6751,Alexa Stratton,EVE_FOR_OUT,2023-09-27,0.0,1.0,1.0,0.0,0.0,0.0,2.0,Forest,Eve,Out
1751,6752,Alexa Stratton,EVE_FOR_IN,2023-09-27,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Forest,Eve,In
1753,6754,Alexa Stratton,GRS_ORC_IN,2023-09-27,6.0,8.0,3.0,4.0,7.0,5.0,21.0,Orchard,Geneva_South,In
1754,6755,Alexa Stratton,GRN_ORC_OUT,2023-09-27,17.0,7.0,48.0,30.0,1.0,5.0,102.0,Orchard,Geneva_North,Out
1755,6756,Alexa Stratton,GRN_ORC_IN,2023-09-27,19.0,10.0,12.0,14.0,0.0,4.0,55.0,Orchard,Geneva_North,In
1756,6757,Alexa Stratton,GRN_FIE_OUT,2023-09-27,5.0,2.0,15.0,9.0,0.0,5.0,31.0,Field,Geneva_North,Out
1757,6758,Alexa Stratton,GRN_FIE_IN,2023-09-27,10.0,3.0,21.0,10.0,0.0,3.0,44.0,Field,Geneva_North,In
1758,6759,Alexa Stratton,KIR_ORC_OUT,2023-09-27,41.0,8.0,7.0,7.0,1.0,6.0,63.0,Orchard,Kirby,Out
1759,6760,Alexa Stratton,KIR_ORC_IN,2023-09-27,8.0,4.0,21.0,1.0,1.0,2.0,34.0,Orchard,Kirby,In
1760,6761,Alexa Stratton,KIR_FOR_OUT,2023-09-27,4.0,0.0,29.0,3.0,0.0,0.0,36.0,Forest,Kirby,Out
1761,6762,Alexa Stratton,KIR_FOR_IN,2023-09-27,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Forest,Kirby,In
1762,6763,Alexa Stratton,KIR_FIE_OUT,2023-09-27,37.0,17.0,30.0,7.0,21.0,27.0,91.0,Field,Kirby,Out
1763,6764,Alexa Stratton,KIR_FIE_IN,2023-09-27,31.0,15.0,21.0,2.0,15.0,16.0,69.0,Field,Kirby,In
1764,6765,Alexa Stratton,OLE_FOR_OUT,2023-09-26,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Forest,Oles,Out
1765,6766,Alexa Stratton,OLE_FOR_IN,2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Oles,In
1766,6767,Alexa Stratton,OLE_FIE_OUT,2023-09-26,4.0,9.0,2.0,0.0,2.0,4.0,15.0,Field,Oles,Out
1767,6768,Alexa Stratton,OLE_FIE_IN,2023-09-26,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Field,Oles,In
1768,6769,Shea Crowther,DIP_FLE,2023-09-12,,,,,,,,Field,Fleming,Out
1769,6770,Shea Crowther,DIP_FLE,2023-09-12,,,,,,,,Field,Fleming,Out
1770,6771,Shea Crowther,FLE_FIE_IN,2023-09-12,,,,,,,,Field,Fleming,In
1771,6772,Shea Crowther,FLE_FOR_OUT,2023-09-12,,,,,,,,Forest,Fleming,Out
1772,6773,Shea Crowther,FLE_FOR_IN,2023-09-12,,,,,,,,Forest,Fleming,In
1773,6774,Shea Crowther,DIP_CUR,2023-09-12,,,,,,,,Field,CURC,Out
1774,6775,Shea Crowther,DIP_CUR,2023-09-12,,,,,,,,Field,CURC,Out
1775,6776,Shea Crowther,CUR_FIE_IN,2023-09-12,,,,,,,,Field,CURC,In
1776,6777,Shea Crowther,DIP_PAT,2023-09-12,,,,,,,,Field,Patterson,Out
1777,6778,Shea Crowther,DIP_PAT,2023-09-12,,,,,,,,Field,Patterson,Out
1778,6779,Shea Crowther,PAT_FIE_IN,2023-09-12,5.0,1.0,7.0,8.0,0.0,3.0,21.0,Field,Patterson,In
1779,6780,Katja Poveda,POV_DUN,2023-09-12,0.0,3.0,0.0,6.0,0.0,1.0,9.0,Field,Dunlop,Out
1780,6781,Katja Poveda,POV_DUN,2023-09-12,,,,,,,,Field,Dunlop,Out
1781,6782,Katja Poveda,DUN_FOR_OUT,2023-09-12,,,,,,,,Forest,Dunlop,Out
1782,6783,Katja Poveda,DUN_FOR_IN,2023-09-12,,,,,,,,Forest,Dunlop,In
1783,6784,Katja Poveda,DUN_FIE_IN,2023-09-12,,,,,,,,Field,Dunlop,In
1784,6785,Shea Crowther,DIP_FLE,2023-09-19,,,,,,,,Field,Fleming,Out
1785,6786,Shea Crowther,DIP_FLE,2023-09-19,,,,,,,,Field,Fleming,Out
1786,6787,Shea Crowther,FLE_FIE_IN,2023-09-19,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Field,Fleming,In
1787,6788,Shea Crowther,FLE_FOR_OUT,2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Fleming,Out
1788,6789,Shea Crowther,FLE_FOR_IN,2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Fleming,In
1789,6790,Shea Crowther,DIP_CUR,2023-09-19,,,,,,,,Field,CURC,Out
1790,6791,Shea Crowther,DIP_CUR,2023-09-19,,,,,,,,Field,CURC,Out
1791,6792,Shea Crowther,CUR_FIE_IN,2023-09-19,,0.0,0.0,0.0,0.0,0.0,,Field,CURC,In
1792,6793,Shea Crowther,DIP_PAT,2023-09-19,,,,,,,,Field,Patterson,Out
1793,6794,Shea Crowther,DIP_PAT,2023-09-19,,,,,,,,Field,Patterson,Out
1794,6795,Shea Crowther,PAT_FIE_IN,2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Patterson,In
1795,6796,Katja Poveda,POV_DUN,2023-09-19,,,,,,,,Field,Dunlop,Out
1796,6797,Katja Poveda,POV_DUN,2023-09-19,,,,,,,,Field,Dunlop,Out
1797,6798,Katja Poveda,DUN_FOR_OUT,2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Dunlop,Out
1798,6799,Katja Poveda,DUN_FOR_IN,2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Dunlop,In
1799,6800,Katja Poveda,DUN_FIE_IN,2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Dunlop,In
1800,6801,Shea Crowther,DIP_FLE,2023-09-26,,,,,,,,Field,Fleming,Out
1801,6802,Shea Crowther,DIP_FLE,2023-09-26,,,,,,,,Field,Fleming,Out
1802,6803,Shea Crowther,FLE_FIE_IN,2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Fleming,In
1803,6804,Shea Crowther,FLE_FOR_OUT,2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Fleming,Out
1804,6805,Shea Crowther,FLE_FOR_IN,2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Fleming,In
1805,6806,Shea Crowther,DIP_CUR,2023-09-26,,,,,,,,Field,CURC,Out
1806,6807,Shea Crowther,DIP_CUR,2023-09-26,,,,,,,,Field,CURC,Out
1807,6808,Shea Crowther,CUR_FIE_IN,2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,CURC,In
1808,6809,Shea Crowther,DIP_PAT,2023-09-26,,,,,,,,Field,Patterson,Out
1809,6810,Shea Crowther,DIP_PAT,2023-09-26,,,,,,,,Field,Patterson,Out
1810,6811,Shea Crowther,PAT_FIE_IN,2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Patterson,In
1811,6812,Katja Poveda,POV_DUN,2023-09-26,,,,,,,,Field,Dunlop,Out
1812,6813,Katja Poveda,POV_DUN,2023-09-26,,,,,,,,Field,Dunlop,Out
1813,6814,Katja Poveda,DUN_FOR_OUT,2023-09-26,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Forest,Dunlop,Out
1814,6815,Katja Poveda,DUN_FOR_IN,2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Dunlop,In
1815,6816,Katja Poveda,DUN_FIE_IN,2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Dunlop,In
1816,6817,Shea Crowther,DIP_FLE,2023-10-03,,,,,,,,Field,Fleming,Out
1817,6818,Shea Crowther,DIP_FLE,2023-10-03,,,,,,,,Field,Fleming,Out
1818,6819,Shea Crowther,FLE_FOR_OUT,2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Fleming,Out
1819,6820,Shea Crowther,FLE_FOR_IN,2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Fleming,In
1820,6821,Shea Crowther,FLE_FIE_IN,2023-10-03,,,,,,,,Field,Fleming,In
1821,6822,Shea Crowther,DIP_CUR,2023-10-03,,,,,,,,Field,CURC,Out
1822,6823,Shea Crowther,DIP_CUR,2023-10-03,,,,,,,,Field,CURC,Out
1823,6824,Shea Crowther,CUR_FIE_IN,2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,CURC,In
1824,6825,Shea Crowther,DIP_PAT,2023-10-03,,,,,,,,Field,Patterson,Out
1825,6826,Shea Crowther,DIP_PAT,2023-10-03,,,,,,,,Field,Patterson,Out
1826,6827,Shea Crowther,POV_DUN,2023-10-03,,,,,,,,Field,Dunlop,Out
1827,6828,Shea Crowther,POV_DUN,2023-10-03,,,,,,,,Field,Dunlop,Out
1828,6829,Shea Crowther,DUN_FOR_OUT,2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Dunlop,Out
1829,6830,Shea Crowther,DUN_FOR_IN,2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Dunlop,In
1830,6831,Shea Crowther,DUN_FIE_IN,2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Dunlop,In
1831,6832,Shea Crowther,DIP_FLE,2023-10-10,,,,,,,,Field,Fleming,Out
1832,6833,Shea Crowther,DIP_FLE,2023-10-10,,,,,,,,Field,Fleming,Out
1833,6834,Shea Crowther,FLE_FIE_IN,2023-10-10,3.0,2.0,0.0,0.0,1.0,1.0,5.0,Field,Fleming,In
1834,6835,Shea Crowther,FLE_FOR_OUT,2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Fleming,Out
1835,6836,Shea Crowther,FLE_FOR_IN,2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Fleming,In
1836,6837,Shea Crowther,DIP_CUR,2023-10-10,,,,,,,,Field,CURC,Out
1837,6838,Shea Crowther,DIP_CUR,2023-10-10,,,,,,,,Field,CURC,Out
1838,6839,Shea Crowther,DIP_PAT,2023-10-10,,,,,,,,Field,Patterson,Out
1839,6840,Shea Crowther,DIP_PAT,2023-10-10,,,,,,,,Field,Patterson,Out
1840,6841,Shea Crowther,PAT_FIE_IN,2023-10-10,4.0,2.0,0.0,0.0,1.0,0.0,6.0,Field,Patterson,In
1841,6842,Katja Poveda,POV_DUN,2023-10-10,,,,,,,,Field,Dunlop,Out
1842,6843,Katja Poveda,POV_DUN,2023-10-10,,,,,,,,Field,Dunlop,Out
1843,6844,Katja Poveda,DUN_FOR_OUT,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Forest,Dunlop,Out
1844,6845,Katja Poveda,DUN_FOR_IN,2023-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Dunlop,In
1845,6846,Katja Poveda,DUN_FIE_IN,2023-10-10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Field,Dunlop,In
1957,6958,Alexa Stratton,IND_ORC_OUT,2023-10-04,0.0,1.0,0.0,1.0,0.0,3.0,2.0,Orchard,Indian_Creek_1,In
1958,6959,Alexa Stratton,IND_ORC_IN,2023-10-04,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orchard,Indian_Creek_1,In
1959,6960,Alexa Stratton,IND_ORC_OUT_2,2023-10-04,2.0,1.0,3.0,0.0,0.0,1.0,6.0,Orchard,Indian_Creek_2,In
1960,6961,Alexa Stratton,IND_ORC_IN_2,2023-10-04,1.0,0.0,1.0,0.0,1.0,0.0,2.0,Orchard,Indian_Creek_2,In
1961,6962,Alexa Stratton,EVE_ORC_OUT,2023-10-04,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orchard,Eve,Out
1962,6963,Alexa Stratton,EVE_ORC_IN,2023-10-04,0.0,3.0,0.0,0.0,0.0,0.0,3.0,Orchard,Eve,In
1963,6964,Alexa Stratton,EVE_FIE_OUT,2023-10-04,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Field,Eve,Out
1964,6965,Alexa Stratton,EVE_FOR_OUT,2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Eve,Out
1965,6966,Alexa Stratton,EVE_FOR_IN,2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Eve,In
1967,6968,Alexa Stratton,GRS_ORC_IN,2023-10-04,4.0,7.0,0.0,5.0,1.0,1.0,16.0,Orchard,Geneva_South,In
1968,6969,Alexa Stratton,GRN_ORC_OUT,2023-10-04,26.0,29.0,28.0,50.0,4.0,7.0,133.0,Orchard,Geneva_North,Out
1969,6970,Alexa Stratton,GRN_ORC_IN,2023-10-04,12.0,42.0,32.0,50.0,3.0,8.0,136.0,Orchard,Geneva_North,In
1970,6971,Alexa Stratton,GRN_FIE_OUT,2023-10-04,2.0,3.0,8.0,13.0,0.0,1.0,26.0,Field,Geneva_North,Out
1971,6972,Alexa Stratton,GRN_FIE_IN,2023-10-04,1.0,7.0,4.0,2.0,0.0,2.0,14.0,Field,Geneva_North,In
1972,6973,Alexa Stratton,KIR_ORC_OUT,2023-10-04,10.0,5.0,12.0,1.0,0.0,0.0,28.0,Orchard,Kirby,Out
1973,6974,Alexa Stratton,KIR_ORC_IN,2023-10-04,3.0,1.0,12.0,1.0,0.0,1.0,17.0,Orchard,Kirby,In
1974,6975,Alexa Stratton,KIR_FOR_OUT,2023-10-04,3.0,1.0,26.0,1.0,0.0,0.0,31.0,Forest,Kirby,Out
1975,6976,Alexa Stratton,KIR_FOR_IN,2023-10-04,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Forest,Kirby,In
1976,6977,Alexa Stratton,KIR_FIE_OUT,2023-10-04,31.0,9.0,18.0,5.0,6.0,1.0,63.0,Field,Kirby,Out
1977,6978,Alexa Stratton,KIR_FIE_IN,2023-10-04,15.0,0.0,8.0,3.0,1.0,6.0,26.0,Field,Kirby,In
1978,6979,Alexa Stratton,OLE_FOR_OUT,2023-10-04,5.0,1.0,7.0,8.0,0.0,3.0,21.0,Forest,Oles,Out
1979,6980,Alexa Stratton,OLE_FOR_IN,2023-10-04,0.0,3.0,0.0,6.0,0.0,1.0,9.0,Forest,Oles,In
1980,6981,Alexa Stratton,OLE_FIE_OUT,2023-10-04,2.0,16.0,1.0,5.0,6.0,1.0,24.0,Field,Oles,Out
1981,6982,Alexa Stratton,OLE_FIE_IN,2023-10-04,1.0,4.0,5.0,4.0,0.0,2.0,14.0,Field,Oles,In
1983,6984,Alexa Stratton,GRS_FIE_IN,2023-10-04,0.0,4.0,3.0,0.0,10.0,12.0,7.0,Field,Geneva_South,In
1984,6985,Shea Crowther,DIP_CUR,2023-10-17,,,,,,,,Field,CURC,Out
1985,6986,Shea Crowther,DIP_CUR,2023-10-17,6.0,5.0,0.0,0.0,0.0,0.0,11.0,Field,CURC,Out
1986,6987,Shea Crowther,DIP_FLE,2023-10-17,,,,,,,,Field,Fleming,Out
1987,6988,Shea Crowther,DIP_FLE,2023-10-17,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Field,Fleming,Out
1988,6989,Shea Crowther,FLE_FIE_IN,2023-10-17,2.0,3.0,5.0,3.0,1.0,2.0,13.0,Field,Fleming,In
1989,6990,Shea Crowther,FLE_FOR_OUT,2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Fleming,Out
1990,6991,Shea Crowther,FLE_FOR_IN,2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Fleming,In
1991,6992,Shea Crowther,DIP_PAT,2023-10-17,7.0,6.0,4.0,3.0,2.0,0.0,20.0,Field,Patterson,Out
1992,6993,Shea Crowther,DIP_PAT,2023-10-17,,,,,,,,Field,Patterson,Out
1993,6994,Shea Crowther,PAT_FIE_IN,2023-10-17,8.0,15.0,3.0,2.0,3.0,1.0,28.0,Field,Patterson,In
1994,6995,Katja Poveda,POV_DUN,2023-10-17,,,,,,,,Field,Dunlop,Out
1995,6996,Katja Poveda,POV_DUN,2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Dunlop,Out
1996,6997,Katja Poveda,DUN_FIE_IN,2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Dunlop,In
1997,6998,Katja Poveda,DUN_FOR_OUT,2023-10-17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Forest,Dunlop,Out
1998,6999,Katja Poveda,DUN_FOR_IN,2023-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Dunlop,In
1999,7000,Shea Crowther,DIP_CUR,2023-10-24,3.0,1.0,2.0,0.0,0.0,0.0,6.0,Field,CURC,Out
2000,7001,Shea Crowther,DIP_CUR,2023-10-24,,,,,,,,Field,CURC,Out
2001,7002,Shea Crowther,CUR_FIE_IN,2023-10-24,11.0,8.0,2.0,5.0,1.0,6.0,26.0,Field,CURC,In
2002,7003,Shea Crowther,DIP_FLE,2023-10-24,,,,,,,,Field,Fleming,Out
2003,7004,Shea Crowther,DIP_FLE,2023-10-24,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Field,Fleming,Out
2004,7005,Shea Crowther,FLE_FOR_OUT,2023-10-24,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Forest,Fleming,Out
2005,7006,Shea Crowther,FLE_FOR_IN,2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Fleming,In
2006,7007,Shea Crowther,DIP_PAT,2023-10-24,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Field,Patterson,Out
2007,7008,Shea Crowther,PAT_FIE_IN,2023-10-24,5.0,6.0,3.0,6.0,1.0,0.0,20.0,Field,Patterson,In
2008,7009,Katja Poveda,POV_DUN,2023-10-24,,,,,,,,Field,Dunlop,Out
2009,7010,Katja Poveda,POV_DUN,2023-10-24,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Field,Dunlop,Out
2010,7011,Katja Poveda,DUN_FIE_IN,2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Dunlop,In
2011,7012,Katja Poveda,DUN_FOR_OUT,2023-10-24,1.0,3.0,1.0,4.0,0.0,0.0,9.0,Forest,Dunlop,Out
2012,7013,Katja Poveda,DUN_FOR_IN,2023-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Dunlop,In
2013,7014,Shea Crowther,DIP_CUR,2023-10-31,1.0,0.0,0.0,0.0,2.0,0.0,1.0,Field,CURC,Out
2014,7015,Shea Crowther,DIP_CUR,2023-10-31,,,,,,,,Field,CURC,Out
2015,7016,Shea Crowther,CUR_FIE_IN,2023-10-31,0.0,2.0,1.0,1.0,1.0,1.0,4.0,Field,CURC,In
2016,7017,Shea Crowther,DIP_PAT,2023-10-24,,,,,,,,Field,Patterson,Out
2017,7018,Shea Crowther,DIP_FLE,2023-10-31,3.0,1.0,0.0,2.0,1.0,0.0,6.0,Field,Fleming,Out
2018,7019,Shea Crowther,DIP_FLE,2023-10-31,,,,,,,,Field,Fleming,Out
2019,7020,Shea Crowther,FLE_FOR_OUT,2023-10-31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Forest,Fleming,Out
2020,7021,Shea Crowther,FLE_FOR_IN,2023-10-31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Forest,Fleming,In
2021,7022,Shea Crowther,DIP_PAT,2023-10-31,2.0,8.0,1.0,2.0,4.0,2.0,13.0,Field,Patterson,Out
2022,7023,Shea Crowther,DIP_PAT,2023-10-31,,,,,,,,Field,Patterson,Out
2023,7024,Shea Crowther,PAT_FIE_IN,2023-10-31,1.0,5.0,1.0,9.0,2.0,2.0,16.0,Field,Patterson,In
2024,7025,Shea Crowther,POV_DUN,2023-10-31,,,,,,,,Field,Dunlop,Out
2025,7026,Shea Crowther,POV_DUN,2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Dunlop,Out
2026,7027,Shea Crowther,DUN_FIE_IN,2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Dunlop,In
2027,7028,Shea Crowther,DUN_FOR_OUT,2023-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Dunlop,Out
2028,7029,Shea Crowther,DIP_CUR,2023-11-07,,,,,,,,Field,CURC,Out
2029,7030,Shea Crowther,DIP_CUR,2023-11-07,1.0,0.0,0.0,2.0,0.0,0.0,3.0,Field,CURC,Out
2030,7031,Shea Crowther,CUR_FIE_IN,2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,CURC,In
2031,7032,Shea Crowther,DIP_FLE,2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Fleming,Out
2032,7033,Shea Crowther,DIP_FLE,2023-11-07,,,,,,,,Field,Fleming,Out
2033,7034,Shea Crowther,FLE_FIE_IN,2023-11-07,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Field,Fleming,In
2034,7035,Shea Crowther,FLE_FIE_IN,2023-11-07,2.0,4.0,3.0,5.0,3.0,1.0,14.0,Field,Fleming,In
2035,7036,Shea Crowther,FLE_FOR_OUT,2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Fleming,Out
2036,7037,Shea Crowther,FLE_FOR_IN,2023-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Fleming,In
2037,7038,Shea Crowther,DIP_PAT,2023-11-07,0.0,4.0,1.0,2.0,1.0,0.0,7.0,Field,Patterson,Out
2038,7039,Shea Crowther,DIP_PAT,2023-11-07,,,,,,,,Field,Patterson,Out
2039,7040,Shea Crowther,PAT_FIE_IN,2023-11-07,2.0,2.0,0.0,0.0,1.0,0.0,4.0,Field,Patterson,In
2040,7041,Shea Crowther,POV_DUN,2023-11-08,,,,,,,,Field,Dunlop,Out
2041,7042,Shea Crowther,POV_DUN,2023-11-08,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Field,Dunlop,Out
2042,7043,Shea Crowther,DUN_FIE_IN,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Dunlop,In
2043,7044,Shea Crowther,DUN_FOR_OUT,2023-11-08,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Forest,Dunlop,Out
2044,7045,Shea Crowther,DUN_FOR_IN,2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Dunlop,In
2045,7046,Shea Crowther,DIP_CUR,2023-11-14,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Field,CURC,Out
2046,7047,Shea Crowther,DIP_CUR,2023-11-14,,,,,,,,Field,CURC,Out
2047,7048,Shea Crowther,CUR_FIE_IN,2023-11-14,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Field,CURC,In
2048,7049,Shea Crowther,DIP_FLE,2023-11-14,,,,,,,,Field,Fleming,Out
2049,7050,Shea Crowther,DIP_FLE,2023-11-14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Field,Fleming,Out
2050,7051,Shea Crowther,FLE_FIE_IN,2023-11-14,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Field,Fleming,In
2051,7052,Shea Crowther,FLE_FOR_OUT,2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Fleming,Out
2052,7053,Shea Crowther,FLE_FOR_IN,2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Fleming,In
2053,7054,Shea Crowther,DIP_PAT,2023-11-14,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Field,Patterson,Out
2054,7055,Shea Crowther,DIP_PAT,2023-11-14,,,,,,,,Field,Patterson,Out
2055,7056,Shea Crowther,PAT_FIE_IN,2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Patterson,In
2056,7057,Shea Crowther,POV_DUN,2023-11-14,,,,,,,,Field,Dunlop,Out
2057,7058,Shea Crowther,POV_DUN,2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Dunlop,Out
2058,7059,Shea Crowther,DUN_FIE_IN,2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Field,Dunlop,In
2059,7060,Shea Crowther,DUN_FOR_OUT,2023-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forest,Dunlop,Out
2060,7061,Alexa Stratton,IND_ORC_OUT,2023-10-11,0.0,1.0,5.0,2.0,0.0,0.0,8.0,Orchard,Indian_Creek_1,In
2061,7062,Alexa Stratton,IND_ORC_IN,2023-10-11,1.0,0.0,3.0,0.0,1.0,0.0,4.0,Orchard,Indian_Creek_1,In
2062,7063,Alexa Stratton,IND_ORC_OUT_2,2023-10-11,0.0,2.0,7.0,4.0,0.0,0.0,13.0,Orchard,Indian_Creek_2,In
2063,7064,Alexa Stratton,IND_ORC_IN_2,2023-10-11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orchard,Indian_Creek_2,In
2064,7065,Alexa Stratton,EVE_ORC_OUT,2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orchard,Eve,Out
2065,7066,Alexa Stratton,EVE_ORC_IN,2023-10-11,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Orchard,Eve,In
2066,7067,Alexa Stratton,EVE_FIE_OUT,2023-10-11,5.0,1.0,4.0,3.0,0.0,0.0,13.0,Field,Eve,Out
2067,7068,Alexa Stratton,EVE_FIE_IN,2023-10-11,3.0,2.0,8.0,5.0,0.0,0.0,18.0,Field,Eve,In
2068,7069,Alexa Stratton,EVE_FOR_OUT,2023-10-11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Forest,Eve,Out
2069,7070,Alexa Stratton,EVE_FOR_IN,2023-10-11,0.0,2.0,0.0,2.0,0.0,0.0,4.0,Forest,Eve,In
2071,7072,Alexa Stratton,GRS_ORC_IN,2023-10-11,2.0,3.0,8.0,5.0,0.0,0.0,18.0,Orchard,Geneva_South,In
2073,7074,Alexa Stratton,GRS_FIE_IN,2023-10-11,12.0,7.0,6.0,10.0,2.0,2.0,35.0,Field,Geneva_South,In
2074,7075,Alexa Stratton,GRN_ORC_OUT,2023-10-11,12.0,39.0,4.0,14.0,8.0,4.0,69.0,Orchard,Geneva_North,Out
2075,7076,Alexa Stratton,GRN_ORC_IN,2023-10-11,12.0,29.0,5.0,33.0,3.0,3.0,79.0,Orchard,Geneva_North,In
2076,7077,Alexa Stratton,GRN_FIE_OUT,2023-10-11,3.0,13.0,7.0,21.0,2.0,1.0,44.0,Field,Geneva_North,Out
2077,7078,Alexa Stratton,GRN_FIE_IN,2023-10-11,2.0,16.0,1.0,17.0,3.0,0.0,36.0,Field,Geneva_North,In
2078,7079,Alexa Stratton,KIR_ORC_OUT,2023-10-11,2.0,2.0,6.0,1.0,0.0,2.0,11.0,Orchard,Kirby,Out
2079,7080,Alexa Stratton,KIR_ORC_IN,2023-10-11,4.0,0.0,1.0,2.0,0.0,0.0,7.0,Orchard,Kirby,In
